customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,daily_expenses
7558-Imlmt,0,Male,0,1,1,67,1,0,No,0,0,0,0,0,0,Two Year,1,Mailed Check,20.8,1411.9,0.6933333333333334
7560-Qjavj,0,Female,0,0,0,70,1,0,Dsl,1,0,1,1,1,1,Two Year,0,Bank Transfer (Automatic),79.6,5589.45,2.6533333333333333
7560-Qrbxh,0,Female,0,0,1,48,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,19.95,936.7,0.6649999999999999
7562-Gsuhk,1,Female,0,0,0,16,1,0,Fiber Optic,0,1,1,0,0,1,Month-To-Month,1,Credit Card (Automatic),93.2,1573.7,3.106666666666667
7562-Uxtpg,0,Female,0,0,0,13,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,70.15,886.7,2.3383333333333334
7563-Biupc,1,Male,0,0,0,5,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,80.6,415.55,2.6866666666666665
7564-Ghcvb,0,Female,0,1,1,72,1,1,Fiber Optic,1,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),79.05,5730.7,2.635
7566-Dsrlq,0,Female,0,1,0,72,1,1,Fiber Optic,0,1,1,1,1,1,Two Year,1,Electronic Check,110.15,7998.8,3.671666666666667
7567-Ecmcm,0,Male,0,0,0,24,1,0,Fiber Optic,0,0,0,0,0,1,Month-To-Month,1,Credit Card (Automatic),79.85,2001.0,2.6616666666666666
7568-Podml,1,Male,0,0,0,1,0,0,Dsl,0,0,0,0,1,1,Month-To-Month,1,Mailed Check,45.3,45.3,1.51
7569-Nmzyq,0,Female,0,1,1,72,1,1,Fiber Optic,1,1,1,1,1,1,Two Year,1,Bank Transfer (Automatic),118.75,8672.45,3.9583333333333335
7570-Welny,0,Female,0,1,0,68,1,1,Fiber Optic,1,1,0,0,0,0,Two Year,1,Bank Transfer (Automatic),84.7,5711.05,2.8233333333333333
7571-Yxdad,1,Female,0,0,0,2,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),74.9,147.15,2.496666666666667
7572-Kpvkk,0,Male,0,0,1,62,1,1,Fiber Optic,0,0,1,1,1,1,Two Year,1,Electronic Check,104.05,6590.5,3.4683333333333333
7576-Aseju,0,Female,0,1,1,41,1,0,Dsl,1,0,0,1,1,1,One Year,1,Credit Card (Automatic),74.7,3187.65,2.49
7576-Jmywv,0,Female,1,1,1,46,1,1,Fiber Optic,1,1,0,1,1,1,Month-To-Month,1,Electronic Check,110.2,4972.1,3.6733333333333333
7576-Oywbn,1,Male,1,0,0,3,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,76.05,231.8,2.5349999999999997
7577-Swifr,0,Male,0,0,0,1,1,0,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,89.25,89.25,2.975
7579-Kkloe,0,Male,0,1,1,71,1,1,Dsl,1,1,1,1,1,1,Two Year,1,Mailed Check,91.25,6589.6,3.0416666666666665
7579-Oopec,1,Female,1,1,0,2,1,0,Dsl,0,1,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),50.15,115.1,1.6716666666666666
7580-Ugxnc,1,Female,1,0,0,2,1,0,Dsl,1,1,0,0,0,0,Month-To-Month,0,Mailed Check,54.85,104.2,1.8283333333333334
7581-Ebbou,0,Female,0,0,0,60,1,0,Dsl,0,1,1,1,1,0,One Year,1,Credit Card (Automatic),70.15,4224.7,2.3383333333333334
7586-Nhqea,0,Female,0,0,0,10,0,0,Dsl,0,0,0,1,0,0,Two Year,1,Mailed Check,29.6,299.05,0.9866666666666667
7586-Zatgz,0,Male,0,0,0,40,1,1,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,84.9,3369.05,2.83
7587-Aovvu,0,Male,0,1,1,27,1,1,Fiber Optic,1,1,0,1,1,0,Month-To-Month,0,Electronic Check,100.75,2793.55,3.3583333333333334
7587-Rznme,1,Male,0,0,0,3,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,43.3,123.65,1.4433333333333331
7590-Vhveg,0,Female,0,1,0,1,0,0,Dsl,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,29.85,29.85,0.995
7593-Jnwru,1,Male,0,1,1,6,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),44.6,260.8,1.4866666666666668
7593-Xfkdi,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,46.3,46.3,1.5433333333333332
7594-Lznwr,0,Male,1,0,0,34,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,0,Credit Card (Automatic),69.15,2275.1,2.305
7594-Rqhxr,1,Female,0,0,1,1,1,0,Fiber Optic,0,0,0,0,0,1,Month-To-Month,1,Electronic Check,79.6,79.6,2.6533333333333333
7595-Ehcdl,0,Male,0,1,1,32,0,0,Dsl,0,0,1,0,1,1,Month-To-Month,0,Credit Card (Automatic),50.6,1653.45,1.6866666666666668
7595-Euivn,1,Female,0,0,0,1,1,0,Fiber Optic,0,1,0,0,0,0,Month-To-Month,0,Electronic Check,75.8,75.8,2.5266666666666664
7596-Iiwyc,0,Female,0,0,0,27,1,0,No,0,0,0,0,0,0,Two Year,1,Bank Transfer (Automatic),20.25,538.2,0.675
7596-Lduxp,0,Female,0,0,0,12,1,0,Fiber Optic,1,0,0,0,1,0,One Year,1,Credit Card (Automatic),85.15,979.05,2.8383333333333334
7596-Zywbb,0,Female,0,0,0,65,1,0,Dsl,1,1,0,1,0,0,Two Year,1,Mailed Check,59.6,3739.8,1.9866666666666668
7598-Uaasy,1,Male,0,1,0,2,1,0,Fiber Optic,0,0,1,0,0,0,Month-To-Month,0,Electronic Check,76.4,151.8,2.546666666666667
7599-Fkvxz,1,Male,0,1,0,42,1,1,Fiber Optic,0,0,1,1,1,1,Month-To-Month,1,Bank Transfer (Automatic),106.15,4512.7,3.5383333333333336
7599-Ntmdp,0,Female,0,1,1,62,0,0,Dsl,1,1,0,1,1,0,Two Year,0,Bank Transfer (Automatic),48.7,3008.55,1.6233333333333335
7601-Dhfwz,0,Female,0,0,0,48,1,1,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),24.0,1183.05,0.8
7601-Gndyk,0,Male,0,1,1,35,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,19.6,686.95,0.6533333333333334
7601-Wfvzv,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,19.55,19.55,0.6516666666666667
7602-Dbtou,0,Female,0,1,0,71,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,19.6,1416.5,0.6533333333333334
7602-Mvrmb,0,Female,0,1,1,72,1,1,Fiber Optic,1,0,1,1,1,1,Two Year,1,Bank Transfer (Automatic),110.45,8058.85,3.6816666666666666
7603-Ushjs,1,Male,0,0,1,12,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),73.75,871.4,2.4583333333333335
7605-Bdwdc,0,Female,0,0,0,31,0,0,Dsl,1,1,0,1,0,1,Two Year,1,Bank Transfer (Automatic),49.85,1520.1,1.6616666666666666
7605-Snlqg,0,Female,0,1,0,45,1,0,Dsl,0,0,1,0,0,0,Month-To-Month,1,Credit Card (Automatic),50.25,2221.55,1.675
7606-Bphhn,0,Male,0,0,0,72,1,0,No,0,0,0,0,0,0,Two Year,1,Credit Card (Automatic),19.8,1468.75,0.66
7606-Gwmke,0,Male,0,0,1,21,1,1,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,24.7,467.15,0.8233333333333334
7607-Qkktj,0,Male,0,1,1,45,1,1,Fiber Optic,0,1,1,0,0,1,One Year,1,Credit Card (Automatic),95.0,4368.85,3.1666666666666665
7608-Rgiro,0,Male,0,0,1,62,1,1,No,0,0,0,0,0,0,Two Year,1,Mailed Check,24.4,1413.0,0.8133333333333332
7609-Nrnca,0,Female,0,0,0,17,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,19.55,280.85,0.6516666666666667
7609-Ybpxg,0,Male,0,0,0,54,1,1,Dsl,1,0,1,1,1,1,Two Year,0,Bank Transfer (Automatic),87.1,4735.2,2.9033333333333333
7610-Tvopg,0,Male,0,0,0,15,1,1,No,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,26.35,378.6,0.8783333333333334
7611-Ykytc,0,Male,0,1,1,22,1,0,Fiber Optic,1,0,0,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),75.0,1573.95,2.5
7613-Llqfo,1,Male,0,0,0,12,1,1,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,84.45,1059.55,2.815
7614-Qvwql,1,Male,0,1,1,49,0,0,Dsl,0,1,0,0,1,1,One Year,1,Bank Transfer (Automatic),51.8,2541.25,1.7266666666666666
7615-Esmyf,1,Female,0,1,0,2,0,0,Dsl,0,0,0,0,1,1,Month-To-Month,0,Electronic Check,44.6,97.1,1.4866666666666668
7617-Eyglw,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,19.45,19.45,0.6483333333333333
7619-Odsgn,1,Male,0,1,1,24,1,1,Dsl,1,0,0,0,0,0,Month-To-Month,0,Electronic Check,54.75,1338.15,1.825
7619-Plrlp,0,Female,0,1,0,53,1,1,Dsl,1,1,1,0,0,1,One Year,0,Bank Transfer (Automatic),74.1,3833.95,2.4699999999999998
7621-Vpnet,0,Female,0,1,0,42,1,1,Fiber Optic,0,0,1,1,0,0,Month-To-Month,1,Credit Card (Automatic),85.9,3729.75,2.8633333333333337
7622-Fwgew,0,Male,1,1,0,56,1,0,Dsl,1,1,1,1,1,1,Two Year,1,Bank Transfer (Automatic),85.65,4824.45,2.855
7622-Nxqzr,0,Male,0,0,0,28,0,0,Dsl,0,0,0,1,0,0,Month-To-Month,1,Credit Card (Automatic),30.1,810.85,1.0033333333333334
7623-Hkyrk,0,Male,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,19.7,111.65,0.6566666666666666
7623-Trnqn,1,Male,0,0,1,1,1,0,Dsl,0,0,0,1,0,0,Month-To-Month,1,Mailed Check,49.9,49.9,1.6633333333333333
7625-Xcqrh,1,Female,0,0,0,11,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,76.5,837.95,2.55
7627-Jkiaz,1,Female,0,1,0,37,1,1,Fiber Optic,0,0,1,0,0,0,Month-To-Month,1,Credit Card (Automatic),78.95,2839.65,2.631666666666667
7629-Wfglw,0,Female,1,1,0,56,1,1,Fiber Optic,1,1,1,1,0,0,One Year,0,Electronic Check,95.65,5471.75,3.1883333333333335
7629-Wixzf,0,Female,0,0,0,7,1,0,Dsl,1,0,0,0,0,1,One Year,1,Electronic Check,59.1,369.25,1.97
7632-Mnyoy,1,Male,1,0,0,66,1,1,Fiber Optic,0,1,1,1,1,1,One Year,0,Credit Card (Automatic),110.9,7432.05,3.6966666666666668
7632-Yutxb,0,Female,0,1,1,25,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,20.05,520.1,0.6683333333333333
7633-Mvpuy,0,Male,0,1,0,57,1,0,Dsl,1,1,0,1,0,0,Two Year,1,Electronic Check,59.75,3450.15,1.9916666666666667
7634-Hlqjr,0,Female,0,1,1,47,1,0,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),20.05,1016.7,0.6683333333333333
7634-Wswdb,0,Female,0,0,1,8,0,0,Dsl,1,0,0,0,0,1,Month-To-Month,1,Electronic Check,38.5,330.8,1.2833333333333334
7636-Owbpg,0,Male,1,0,0,12,0,0,Dsl,0,1,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),29.35,381.2,0.9783333333333334
7636-Pepns,0,Female,0,1,1,58,1,0,Dsl,0,0,0,0,0,0,One Year,1,Mailed Check,44.1,2413.05,1.47
7636-Xuhww,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),19.9,33.7,0.6633333333333333
7637-Ikujq,0,Male,0,1,0,57,1,1,Fiber Optic,1,1,1,1,1,0,Month-To-Month,1,Electronic Check,103.05,5925.75,3.435
7638-Qvmvy,1,Female,0,0,0,7,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,79.0,522.95,2.6333333333333333
7639-Liayi,0,Male,0,0,0,52,1,1,Dsl,1,0,0,1,1,1,Two Year,1,Credit Card (Automatic),79.75,4217.8,2.658333333333333
7639-Oplng,0,Male,0,1,1,70,1,1,Dsl,1,1,1,1,1,0,Two Year,1,Bank Transfer (Automatic),79.25,5731.85,2.6416666666666666
7639-Supcw,1,Female,0,0,0,22,1,0,Dsl,1,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),48.8,1054.6,1.6266666666666665
7641-Euyet,1,Male,1,1,1,46,1,1,Fiber Optic,1,1,1,0,1,0,Month-To-Month,1,Electronic Check,100.7,4541.2,3.356666666666667
7641-Tqfhn,0,Male,0,0,1,39,1,1,Fiber Optic,0,0,0,1,1,1,Two Year,0,Mailed Check,100.55,3895.35,3.3516666666666666
7643-Rchxs,0,Female,0,1,1,63,1,0,No,0,0,0,0,0,0,Two Year,0,Electronic Check,19.35,1263.85,0.645
7644-Omvmy,0,Male,0,1,1,0,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,19.85,0.0,0.6616666666666667
7647-Gyykx,0,Female,0,1,1,54,1,0,No,0,0,0,0,0,0,Two Year,1,Bank Transfer (Automatic),20.35,1092.35,0.6783333333333333
7649-Phjvr,0,Male,0,0,0,11,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,19.5,226.8,0.65
7649-Sijjf,0,Male,0,1,0,71,1,1,Dsl,1,1,1,1,0,1,Two Year,1,Mailed Check,80.1,5585.4,2.67
7654-Ywjuf,0,Male,0,1,0,43,1,0,Fiber Optic,1,0,1,1,0,0,One Year,1,Bank Transfer (Automatic),84.25,3539.25,2.808333333333333
7657-Dyepj,1,Male,1,0,0,38,1,0,Dsl,0,1,1,1,1,0,One Year,1,Credit Card (Automatic),70.15,2497.35,2.3383333333333334
7658-Uyuqs,0,Male,1,1,0,21,1,0,Fiber Optic,0,0,1,0,1,0,Month-To-Month,0,Bank Transfer (Automatic),86.55,1857.25,2.885
7660-Hdpjv,1,Female,0,0,0,1,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,69.2,69.2,2.3066666666666666
7661-Cpurm,0,Male,0,0,0,19,1,0,Fiber Optic,0,0,0,1,0,1,One Year,1,Credit Card (Automatic),87.7,1725.95,2.9233333333333333
7662-Twisv,0,Female,0,0,1,51,0,0,Dsl,1,0,1,1,1,1,One Year,0,Bank Transfer (Automatic),60.15,3077.0,2.005
7663-Cuxzb,0,Male,0,1,0,59,1,1,Fiber Optic,1,1,1,1,1,1,Two Year,0,Electronic Check,113.75,6561.25,3.7916666666666665
7663-Rgwbc,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Mailed Check,44.15,44.15,1.4716666666666667
7663-Yjhsn,0,Female,0,1,0,72,1,1,Fiber Optic,1,1,1,1,1,0,Two Year,1,Bank Transfer (Automatic),103.95,7556.9,3.4650000000000003
7663-Ztegj,0,Male,0,0,1,29,1,1,Fiber Optic,0,1,1,1,0,1,One Year,0,Credit Card (Automatic),100.55,2830.45,3.3516666666666666
7665-Nklav,0,Female,0,1,1,36,0,0,Dsl,1,0,1,1,0,0,Two Year,0,Credit Card (Automatic),40.65,1547.35,1.355
7665-Toald,1,Female,0,0,0,1,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,69.6,69.6,2.32
7665-Vigud,0,Male,0,0,0,10,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,20.35,176.3,0.6783333333333333
7666-Wkron,1,Female,0,0,0,39,1,0,Fiber Optic,0,0,1,1,0,0,Two Year,1,Electronic Check,80.45,3201.55,2.6816666666666666
7668-Xcfyv,0,Female,1,1,0,17,1,1,Fiber Optic,0,0,0,0,1,1,Month-To-Month,1,Electronic Check,92.55,1614.7,3.085
7669-Lcrsd,0,Male,0,1,1,12,1,0,Dsl,0,0,0,0,1,0,Month-To-Month,1,Mailed Check,56.3,628.65,1.8766666666666665
7670-Zbpoq,0,Female,0,1,0,58,1,1,Dsl,1,0,0,1,0,0,One Year,1,Bank Transfer (Automatic),61.05,3478.75,2.0349999999999997
7672-Vfmxz,0,Male,0,1,0,57,1,0,Dsl,1,0,0,1,0,0,Month-To-Month,0,Electronic Check,55.7,3171.6,1.8566666666666667
7673-Bqgku,0,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),20.15,1337.5,0.6716666666666666
7673-Lprny,0,Female,0,0,0,23,1,1,Dsl,1,0,1,0,1,1,One Year,1,Electronic Check,78.55,1843.05,2.618333333333333
7674-Ytafd,0,Female,0,0,0,33,1,0,Fiber Optic,0,1,0,1,0,0,One Year,1,Bank Transfer (Automatic),79.95,2684.85,2.665
7675-Ozczg,1,Female,1,0,0,3,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Electronic Check,45.0,127.1,1.5
7677-Sjjjk,0,Male,0,1,1,8,1,0,No,0,0,0,0,0,0,One Year,0,Credit Card (Automatic),19.9,153.95,0.6633333333333333
7682-Azndk,0,Male,0,1,1,34,1,0,Fiber Optic,0,1,1,0,1,0,Month-To-Month,1,Electronic Check,89.85,3091.75,2.9949999999999997
7683-Cbdkj,1,Male,0,1,1,14,1,0,Dsl,1,1,0,0,1,0,Month-To-Month,1,Electronic Check,65.45,937.6,2.1816666666666666
7684-Xsziy,0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),24.3,1643.25,0.81
7688-Awmdx,0,Male,0,1,0,71,1,0,Dsl,1,0,0,1,0,0,Two Year,0,Bank Transfer (Automatic),54.5,3778.2,1.8166666666666667
7690-Kpncu,0,Male,0,1,1,64,1,0,Dsl,1,0,1,0,1,1,One Year,1,Credit Card (Automatic),73.05,4688.65,2.435
7691-Kgkgp,0,Male,0,1,1,53,1,0,Dsl,0,1,0,1,1,0,Month-To-Month,0,Credit Card (Automatic),65.0,3363.8,2.1666666666666665
7691-Xvtzh,0,Female,0,1,0,68,1,1,Fiber Optic,0,0,1,0,1,0,Two Year,1,Bank Transfer (Automatic),89.95,5974.3,2.9983333333333335
7693-Lckzl,1,Male,0,1,1,5,1,1,Fiber Optic,0,1,0,0,0,0,Month-To-Month,1,Electronic Check,80.15,385.0,2.671666666666667
7693-Qpefs,0,Male,1,0,0,52,1,1,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),72.95,3829.75,2.4316666666666666
7694-Vlbwq,1,Male,0,1,0,67,1,1,Fiber Optic,0,1,1,0,1,1,One Year,0,Electronic Check,104.1,7040.85,3.4699999999999998
7695-Pklcz,0,Female,0,0,0,68,1,0,No,0,0,0,0,0,0,Two Year,0,Credit Card (Automatic),20.5,1424.9,0.6833333333333333
7696-Amhod,0,Female,0,1,1,49,1,0,Dsl,0,1,1,0,1,1,One Year,0,Credit Card (Automatic),78.0,3824.2,2.6
7696-Cftat,0,Male,0,1,1,37,1,0,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),19.8,726.1,0.66
7698-Yfgez,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.0,20.0,0.6666666666666666
7703-Zekef,1,Male,0,0,0,23,1,1,Fiber Optic,0,0,1,0,0,0,Month-To-Month,1,Electronic Check,81.0,1917.1,2.7
7706-Dznkk,0,Male,0,0,0,11,1,0,No,0,0,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),20.45,237.3,0.6816666666666666
7706-Ylmqa,0,Female,0,0,0,70,1,0,No,0,0,0,0,0,0,One Year,0,Bank Transfer (Automatic),19.7,1341.5,0.6566666666666666
7707-Pybbh,0,Male,0,0,0,40,1,0,Dsl,1,1,0,1,0,0,Month-To-Month,1,Mailed Check,61.9,2647.1,2.0633333333333335
7709-Fqreh,0,Female,0,1,0,18,1,1,Fiber Optic,0,0,0,1,1,0,Month-To-Month,1,Electronic Check,88.85,1594.75,2.9616666666666664
7710-Jsyoa,0,Female,0,1,1,69,1,1,Fiber Optic,0,1,0,1,0,1,Two Year,1,Bank Transfer (Automatic),93.3,6398.05,3.11
7711-Gqbzc,0,Female,0,1,1,71,1,1,No,0,0,0,0,0,0,Two Year,0,Bank Transfer (Automatic),24.7,1810.55,0.8233333333333334
7711-Yijwc,0,Male,0,1,1,61,1,0,Dsl,1,1,1,1,1,1,One Year,0,Bank Transfer (Automatic),84.9,5264.5,2.83
7714-Yxsmb,0,Female,0,0,0,26,1,1,Fiber Optic,0,0,1,0,1,1,Month-To-Month,1,Bank Transfer (Automatic),100.5,2599.95,3.35
7716-Ytyhg,1,Female,0,1,1,48,1,1,Fiber Optic,0,0,0,0,0,1,One Year,1,Mailed Check,82.05,4029.95,2.735
7717-Bicxi,0,Male,0,1,1,60,1,0,No,0,0,0,0,0,0,Two Year,0,Mailed Check,20.55,1205.05,0.685
7718-Rxdgg,0,Male,0,1,0,15,1,0,Fiber Optic,0,0,0,0,0,0,Month-To-Month,1,Bank Transfer (Automatic),68.6,1108.6,2.2866666666666666
7718-Upskj,0,Female,0,1,0,69,1,0,Fiber Optic,1,1,0,1,1,1,One Year,1,Credit Card (Automatic),106.4,7251.9,3.546666666666667
7721-Dvekz,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,19.65,19.65,0.6549999999999999
7721-Jxeaw,1,Male,0,1,0,59,0,0,Dsl,0,1,0,0,0,1,Month-To-Month,1,Bank Transfer (Automatic),41.05,2452.7,1.3683333333333332
7722-Cvfxn,0,Male,0,1,1,54,1,1,Fiber Optic,0,1,0,1,1,1,One Year,1,Electronic Check,105.2,5637.85,3.506666666666667
7722-Vjrqd,0,Male,0,1,1,72,0,0,Dsl,1,0,1,1,1,1,Two Year,0,Bank Transfer (Automatic),60.95,4549.05,2.0316666666666667
7727-Shvzv,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Bank Transfer (Automatic),19.5,150.35,0.65
7729-Jteec,0,Male,0,1,1,2,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,44.5,90.05,1.4833333333333334
7729-Xbtwx,0,Male,0,1,1,66,1,0,No,0,0,0,0,0,0,Two Year,1,Mailed Check,19.75,1344.5,0.6583333333333333
7730-Cldsv,0,Female,0,1,1,72,1,1,Fiber Optic,0,1,1,1,0,1,Two Year,1,Bank Transfer (Automatic),98.65,7129.45,3.2883333333333336
7730-Iutdz,1,Male,0,0,0,43,1,0,Fiber Optic,1,0,0,0,0,0,Month-To-Month,1,Electronic Check,75.2,3198.6,2.506666666666667
7733-Udmtp,0,Female,1,0,0,57,0,0,Dsl,0,1,1,0,1,1,Month-To-Month,1,Electronic Check,55.0,3094.05,1.8333333333333333
7734-Dboai,1,Female,0,1,1,1,0,0,Dsl,0,0,0,1,1,0,Month-To-Month,0,Electronic Check,40.1,40.1,1.3366666666666667
7739-Laxog,1,Female,0,1,1,32,1,1,Fiber Optic,0,0,1,0,0,1,Month-To-Month,1,Bank Transfer (Automatic),91.05,2954.5,3.0349999999999997
7740-Btpux,0,Male,1,1,0,55,1,1,Fiber Optic,0,1,1,1,1,1,Two Year,1,Electronic Check,113.6,6292.7,3.7866666666666666
7740-Kkcxf,0,Male,0,1,0,51,0,0,Dsl,0,1,0,0,0,0,Month-To-Month,1,Credit Card (Automatic),30.05,1529.45,1.0016666666666667
7742-Mypgi,0,Female,0,1,1,6,1,0,Dsl,0,0,0,1,0,0,Month-To-Month,1,Mailed Check,48.8,297.35,1.6266666666666665
7743-Exurx,1,Male,0,1,1,8,1,0,Dsl,0,0,1,0,0,0,Month-To-Month,1,Electronic Check,51.05,415.05,1.7016666666666667
7746-Awnqw,0,Female,0,0,0,28,0,0,Dsl,0,0,1,1,0,0,Month-To-Month,1,Mailed Check,35.75,961.4,1.1916666666666667
7746-Qyvco,0,Male,0,1,1,16,1,0,Dsl,1,1,0,0,0,0,One Year,1,Mailed Check,55.85,857.8,1.8616666666666668
7748-Umtrk,0,Female,1,0,1,30,1,1,Fiber Optic,0,0,0,1,1,1,Month-To-Month,1,Electronic Check,101.3,2974.5,3.3766666666666665
7750-Eyxwz,0,Female,0,0,0,12,0,0,Dsl,0,1,1,1,1,1,One Year,0,Electronic Check,60.65,743.3,2.0216666666666665
7752-Xusci,1,Female,0,0,0,60,1,1,Fiber Optic,0,1,1,0,1,1,Month-To-Month,1,Electronic Check,105.9,6396.45,3.5300000000000002
7753-Usqyq,0,Male,0,0,0,55,1,0,Dsl,0,1,0,1,0,1,One Year,1,Electronic Check,64.2,3627.3,2.14
7754-Ixrmc,0,Female,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,45.35,45.35,1.5116666666666667
7758-Ujwys,0,Male,0,1,1,34,0,0,Dsl,0,0,0,1,1,0,Two Year,1,Electronic Check,40.55,1325.85,1.3516666666666666
7758-Xkcbs,1,Male,0,0,0,15,0,0,Dsl,0,0,0,1,0,0,Month-To-Month,1,Electronic Check,29.7,438.25,0.99
7760-Oypdy,1,Female,0,0,0,2,1,0,Fiber Optic,0,0,0,0,1,0,Month-To-Month,1,Electronic Check,80.65,144.15,2.6883333333333335
7762-Onljy,0,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,One Year,0,Mailed Check,19.7,94.45,0.6566666666666666
7762-Urzqh,1,Male,0,1,0,66,1,1,Fiber Optic,1,0,1,0,1,1,Two Year,1,Credit Card (Automatic),106.05,6981.35,3.5349999999999997
7764-Bdpee,0,Male,0,0,1,3,1,0,No,0,0,0,0,0,0,Month-To-Month,0,Mailed Check,20.85,60.65,0.6950000000000001
7765-Lwvvh,0,Female,0,1,1,72,1,1,Fiber Optic,1,1,0,0,1,0,Two Year,1,Electronic Check,95.1,6843.15,3.17
7766-Cltic,0,Female,0,0,0,10,1,0,Dsl,0,0,0,1,0,1,Month-To-Month,1,Mailed Check,60.95,629.55,2.0316666666666667
7766-Cvtaf,0,Male,0,1,1,43,1,1,No,0,0,0,0,0,0,Two Year,0,Mailed Check,24.25,1077.95,0.8083333333333333
7767-Uxagj,1,Male,0,0,0,1,1,1,Dsl,0,0,0,0,0,0,Month-To-Month,1,Electronic Check,50.45,50.45,1.6816666666666669
7771-Cfqrq,0,Female,0,1,1,47,1,0,Dsl,0,1,0,1,0,1,Two Year,0,Bank Transfer (Automatic),63.8,3007.25,2.1266666666666665
7771-Zonat,0,Male,0,0,0,22,0,0,Dsl,0,0,1,1,1,1,Two Year,0,Bank Transfer (Automatic),56.75,1304.85,1.8916666666666666
7774-Ojsxi,1,Male,0,0,0,31,1,1,Fiber Optic,0,1,1,0,1,1,One Year,1,Electronic Check,103.45,3066.45,3.4483333333333333
7776-Qgyjc,0,Female,0,1,1,39,1,0,Fiber Optic,0,0,1,1,0,0,Month-To-Month,1,Bank Transfer (Automatic),81.5,3107.3,2.716666666666667
